ev_id,ev_type,ev_year,ev_time,ev_highest_injury,ev_nr_apt_loc,latitude,longitude,mid_air,on_ground_collision,light_cond,wx_cond_basic,sky_cond_ceil,sky_ceil_ht,vis_sm,wx_temp,wx_dew_pt,wind_dir_deg,wind_vel_kts,gust_kts,wx_int_precip,altimeter
20080714X01030,ACC,2008.0,2156,SERS,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,86.0,73.0,70.0,10.0,0.0,UNKNOWN,0.0
20080714X01031,ACC,2008.0,1315,SERS,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,81.0,72.0,200.0,4.0,0.0,UNKNOWN,0.0
20080714X01032,INC,2008.0,934,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,VMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,0.0,0.0,UNKNOWN,0.0
20080714X01033,INC,2008.0,1410,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,VMC,UNKNOWN,0.0,416.0,81.0,70.0,210.0,8.0,0.0,UNKNOWN,0.0
20080714X01034,ACC,2008.0,1105,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,75.0,75.0,80.0,3.0,0.0,UNKNOWN,0.0
20080714X01035,ACC,2008.0,1530,SERS,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,86.0,72.0,210.0,7.0,0.0,UNKNOWN,0.0
20080714X01036,ACC,2008.0,2150,NONE,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,4200.0,416.0,82.0,63.0,350.0,7.0,18.0,UNKNOWN,0.0
20080714X01037,ACC,2008.0,1345,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,2200.0,416.0,73.0,70.0,90.0,4.0,0.0,UNKNOWN,0.0
20080714X01038,ACC,2008.0,2014,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,IMC,OVC,4000.0,416.0,79.0,75.0,180.0,16.0,22.0,UNKNOWN,0.0
20080714X01039,ACC,2008.0,1750,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,70.0,50.0,350.0,11.0,22.0,UNKNOWN,0.0
20080714X01040,ACC,2008.0,1340,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAWN,VMC,NONE,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080714X01041,ACC,2008.0,1535,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,70.0,43.0,220.0,6.0,0.0,UNKNOWN,0.0
20080714X01042,ACC,2008.0,1840,SERS,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,75.0,45.0,200.0,3.0,0.0,UNKNOWN,0.0
20080715X01043,ACC,2008.0,1300,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,81.0,66.0,190.0,6.0,0.0,UNKNOWN,0.0
20080715X01044,ACC,2008.0,1700,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,84.0,39.0,0.0,7.0,0.0,UNKNOWN,0.0
20080715X01045,ACC,2008.0,2346,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,73.0,61.0,220.0,8.0,0.0,UNKNOWN,0.0
20080715X01046,ACC,2008.0,1830,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,79.0,32.0,50.0,11.0,0.0,UNKNOWN,0.0
20080715X01047,ACC,2008.0,1355,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,79.0,70.0,160.0,7.0,0.0,UNKNOWN,0.0
20080715X01048,ACC,2008.0,2200,SERS,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,81.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080715X01049,ACC,2008.0,1746,MINR,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,84.0,52.0,280.0,9.0,14.0,UNKNOWN,0.0
20080715X01050,ACC,2008.0,100,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,8500.0,416.0,91.0,63.0,140.0,9.0,0.0,UNKNOWN,0.0
20080715X01051,ACC,2008.0,2247,FATL,OFAP,2439350.0,59652314.0,Y,N,DAYL,VMC,NONE,0.0,416.0,82.0,27.0,240.0,8.0,0.0,UNKNOWN,0.0
20080715X01052,ACC,2008.0,1922,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,82.0,73.0,180.0,4.0,0.0,UNKNOWN,0.0
20080715X01053,ACC,2008.0,1245,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,66.0,64.0,0.0,7.0,0.0,UNKNOWN,0.0
20080716X01054,ACC,2008.0,2251,NONE,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080716X01055,ACC,2008.0,1615,MINR,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,90.0,68.0,0.0,7.0,0.0,UNKNOWN,0.0
20080716X01056,ACC,2008.0,2200,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,81.0,73.0,210.0,4.0,0.0,UNKNOWN,0.0
20080716X01057,ACC,2008.0,1830,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,OVC,3100.0,416.0,66.0,54.0,150.0,12.0,0.0,UNKNOWN,0.0
20080717X01058,ACC,2008.0,1300,NONE,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080717X01059,ACC,2008.0,1815,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080717X01060,ACC,2008.0,1530,NONE,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,72.0,55.0,290.0,10.0,0.0,UNKNOWN,0.0
20080717X01061,ACC,2008.0,1645,MINR,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080717X01062,ACC,2008.0,1430,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,75.0,70.0,120.0,3.0,0.0,UNKNOWN,0.0
20080717X01063,ACC,2008.0,1925,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,25000.0,416.0,99.0,52.0,210.0,12.0,0.0,UNKNOWN,0.0
20080717X01064,ACC,2008.0,1900,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,OVC,6000.0,416.0,55.0,52.0,0.0,7.0,0.0,UNKNOWN,0.0
20080717X01065,ACC,2008.0,1720,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,70.0,43.0,340.0,7.0,0.0,UNKNOWN,0.0
20080718X01066,ACC,2008.0,1830,MINR,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,2400.0,416.0,55.0,41.0,260.0,9.0,0.0,UNKNOWN,0.0
20080718X01067,ACC,2008.0,1000,MINR,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,VMC,UNKNOWN,0.0,416.0,0.0,0.0,230.0,2.0,0.0,UNKNOWN,0.0
20080718X01068,ACC,2008.0,1733,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,73.0,57.0,250.0,3.0,0.0,UNKNOWN,0.0
20080718X01069,ACC,2008.0,30,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,75.0,59.0,270.0,5.0,0.0,UNKNOWN,0.0
20080718X01070,ACC,2008.0,425,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,NDRK,VMC,NONE,0.0,416.0,82.0,55.0,340.0,8.0,0.0,UNKNOWN,0.0
20080718X01071,ACC,2008.0,1323,SERS,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAWN,VMC,NONE,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080718X01072,ACC,2008.0,2300,MINR,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,82.0,36.0,0.0,3.0,0.0,UNKNOWN,0.0
20080718X01073,ACC,2008.0,1315,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,61.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080718X01074,ACC,2008.0,1530,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,64.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080718X01075,ACC,2008.0,2030,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,70.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080718X01076,ACC,2008.0,1715,FATL,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,70.0,0.0,330.0,4.0,0.0,UNKNOWN,0.0
20080719X01077,ACC,2008.0,2155,FATL,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,82.0,75.0,100.0,7.0,0.0,UNKNOWN,0.0
20080719X01078,ACC,2008.0,1245,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,88.0,66.0,50.0,11.0,16.0,UNKNOWN,0.0
20080719X01079,ACC,2008.0,1700,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,72.0,39.0,300.0,9.0,15.0,UNKNOWN,0.0
20080720X01080,ACC,2008.0,2000,MINR,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,9500.0,416.0,81.0,55.0,220.0,6.0,0.0,UNKNOWN,0.0
20080720X01081,ACC,2008.0,2215,NONE,ONAP,2439350.0,59652314.0,N,Y,DAYL,VMC,BKN,25000.0,416.0,77.0,68.0,168.0,8.0,0.0,UNKNOWN,0.0
20080720X01082,ACC,2008.0,1906,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,5500.0,416.0,86.0,70.0,250.0,5.0,0.0,UNKNOWN,0.0
20080720X01083,ACC,2008.0,1945,SERS,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,88.0,52.0,10.0,7.0,0.0,UNKNOWN,0.0
20080720X01084,ACC,2008.0,1857,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAWN,VMC,BKN,5500.0,416.0,88.0,64.0,120.0,6.0,0.0,UNKNOWN,0.0
20080720X01085,ACC,2008.0,1725,MINR,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,88.0,72.0,320.0,4.0,0.0,UNKNOWN,0.0
20080721X01087,ACC,2008.0,1815,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,NDRK,VMC,NONE,0.0,416.0,73.0,41.0,110.0,6.0,0.0,UNKNOWN,0.0
20080721X01088,ACC,2008.0,1730,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,81.0,48.0,310.0,13.0,28.0,UNKNOWN,0.0
20080721X01089,ACC,2008.0,1750,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,81.0,46.0,320.0,7.0,17.0,UNKNOWN,0.0
20080721X01090,ACC,2008.0,2130,NONE,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080721X01091,ACC,2008.0,1530,NONE,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080721X01092,ACC,2008.0,2040,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,97.0,61.0,200.0,6.0,0.0,UNKNOWN,0.0
20080721X01093,ACC,2008.0,2130,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,70.0,32.0,70.0,6.0,0.0,UNKNOWN,0.0
20080722X01094,ACC,2008.0,200,SERS,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,NITE,IMC,BKN,1600.0,416.0,73.0,66.0,190.0,22.0,31.0,UNKNOWN,0.0
20080722X01096,ACC,2008.0,1426,FATL,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,73.0,64.0,190.0,3.0,0.0,UNKNOWN,0.0
20080722X01097,ACC,2008.0,1758,FATL,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,90.0,70.0,0.0,6.0,0.0,UNKNOWN,0.0
20080722X01098,ACC,2008.0,1330,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,75.0,55.0,210.0,10.0,16.0,UNKNOWN,0.0
20080722X01099,ACC,2008.0,1800,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,75.0,0.0,180.0,5.0,0.0,UNKNOWN,0.0
20080722X01100,ACC,2008.0,1416,SERS,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,79.0,72.0,280.0,6.0,0.0,UNKNOWN,0.0
20080723X01101,ACC,2008.0,2245,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,12000.0,416.0,88.0,52.0,290.0,9.0,0.0,UNKNOWN,0.0
20080723X01102,ACC,2008.0,10,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,88.0,52.0,260.0,13.0,0.0,UNKNOWN,0.0
20080723X01103,ACC,2008.0,2300,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080723X01104,ACC,2008.0,100,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,OVC,4000.0,416.0,0.0,0.0,225.0,10.0,15.0,UNKNOWN,0.0
20080723X01105,INC,2008.0,2155,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,OVC,25000.0,416.0,88.0,68.0,220.0,13.0,19.0,UNKNOWN,0.0
20080723X01107,ACC,2008.0,00:00,UNKNOWN,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080723X01108,ACC,2008.0,48,NONE,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,VMC,BKN,0.0,416.0,79.0,0.0,20.0,5.0,0.0,UNKNOWN,0.0
20080723X01109,ACC,2008.0,720,UNKNOWN,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080723X01110,ACC,2008.0,1915,SERS,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080723X01111,ACC,2008.0,1340,SERS,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,VMC,NONE,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080724X01112,ACC,2008.0,1840,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,84.0,54.0,0.0,5.0,0.0,UNKNOWN,0.0
20080724X01113,ACC,2008.0,1300,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080725X01114,ACC,2008.0,1745,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,93.0,64.0,140.0,9.0,18.0,UNKNOWN,0.0
20080728X01116,ACC,2008.0,615,FATL,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,IMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080728X01117,ACC,2008.0,1400,NONE,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080728X01118,INC,2008.0,1747,NONE,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,25000.0,416.0,81.0,64.0,340.0,6.0,0.0,UNKNOWN,0.0
20080728X01119,ACC,2008.0,1700,SERS,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080728X01120,ACC,2008.0,1530,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,72.0,68.0,0.0,0.0,0.0,UNKNOWN,0.0
20080728X01121,ACC,2008.0,230,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,NDRK,IMC,BKN,400.0,416.0,64.0,61.0,190.0,11.0,16.0,UNKNOWN,0.0
20080729X01122,ACC,2008.0,2300,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,88.0,72.0,240.0,9.0,0.0,UNKNOWN,0.0
20080729X01123,INC,2008.0,430,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,NITE,VMC,BKN,14000.0,416.0,72.0,55.0,180.0,15.0,0.0,UNKNOWN,0.0
20080729X01124,INC,2008.0,1831,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,86.0,39.0,360.0,12.0,0.0,UNKNOWN,0.0
20080729X01125,ACC,2008.0,1608,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,81.0,57.0,40.0,3.0,0.0,UNKNOWN,0.0
20080729X01126,ACC,2008.0,1725,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,90.0,68.0,100.0,8.0,0.0,UNKNOWN,0.0
20080729X01127,ACC,2008.0,2200,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,2000.0,416.0,75.0,0.0,40.0,3.0,0.0,UNKNOWN,0.0
20080730X01128,ACC,2008.0,1257,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,75.0,70.0,0.0,7.0,0.0,UNKNOWN,0.0
20080730X01129,ACC,2008.0,2250,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,IMC,BKN,5500.0,416.0,70.0,68.0,60.0,3.0,0.0,UNKNOWN,0.0
20080730X01130,ACC,2008.0,1245,FATL,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,72.0,52.0,30.0,5.0,0.0,UNKNOWN,0.0
20080730X01131,ACC,2008.0,2315,SERS,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,79.0,43.0,320.0,3.0,0.0,UNKNOWN,0.0
20080731X01132,ACC,2008.0,2139,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,IMC,BKN,2000.0,416.0,59.0,55.0,320.0,7.0,0.0,UNKNOWN,0.0
20080731X01133,ACC,2008.0,2140,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,93.0,34.0,0.0,10.0,0.0,UNKNOWN,0.0
20080731X01134,ACC,2008.0,2030,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,15000.0,416.0,82.0,52.0,30.0,8.0,0.0,UNKNOWN,0.0
20080731X01135,ACC,2008.0,1815,SERS,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,91.0,68.0,240.0,10.0,0.0,UNKNOWN,0.0
20080731X01136,ACC,2008.0,805,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DUSK,VMC,BKN,12000.0,416.0,57.0,55.0,0.0,7.0,0.0,UNKNOWN,0.0
20080731X01137,ACC,2008.0,2100,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,61.0,43.0,0.0,7.0,0.0,UNKNOWN,0.0
20080801X01138,ACC,2008.0,20,MINR,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,70.0,0.0,290.0,10.0,20.0,UNKNOWN,0.0
20080801X01139,ACC,2008.0,1650,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,88.0,16.0,240.0,9.0,22.0,UNKNOWN,0.0
20080801X01140,ACC,2008.0,1900,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,81.0,0.0,250.0,15.0,25.0,UNKNOWN,0.0
20080801X01141,ACC,2008.0,2120,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,7000.0,416.0,91.0,61.0,160.0,10.0,0.0,UNKNOWN,0.0
20080801X01142,ACC,2008.0,2215,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,75.0,52.0,150.0,6.0,0.0,UNKNOWN,0.0
20080801X01143,ACC,2008.0,2130,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,81.0,0.0,285.0,15.0,5.0,UNKNOWN,0.0
20080801X01144,ACC,2008.0,2230,NONE,ONAP,2439350.0,59652314.0,N,Y,DAYL,VMC,NONE,0.0,416.0,72.0,54.0,320.0,15.0,0.0,UNKNOWN,0.0
20080803X01145,ACC,2008.0,2100,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,25000.0,416.0,82.0,70.0,280.0,4.0,0.0,UNKNOWN,0.0
20080804X01146,ACC,2008.0,1930,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080804X01147,ACC,2008.0,00:00,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,15000.0,416.0,91.0,55.0,330.0,12.0,0.0,UNKNOWN,0.0
20080804X01148,ACC,2008.0,1415,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,1200.0,416.0,77.0,70.0,140.0,8.0,0.0,UNKNOWN,0.0
20080804X01149,ACC,2008.0,1500,MINR,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080804X01150,ACC,2008.0,1815,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080804X01151,ACC,2008.0,1445,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,BKN,1200.0,416.0,63.0,61.0,0.0,3.0,0.0,UNKNOWN,0.0
20080804X01152,ACC,2008.0,1415,FATL,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,IMC,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080804X01153,ACC,2008.0,1830,FATL,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,88.0,72.0,300.0,7.0,0.0,UNKNOWN,0.0
20080805X01154,ACC,2008.0,1900,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,79.0,66.0,170.0,12.0,0.0,UNKNOWN,0.0
20080805X01155,INC,2008.0,30,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080805X01156,ACC,2008.0,1820,NONE,OFAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,84.0,59.0,0.0,7.0,0.0,UNKNOWN,0.0
20080805X01157,ACC,2008.0,1115,NONE,UNKNOWN,2439350.0,59652314.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,416.0,0.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
20080805X01158,ACC,2008.0,1730,NONE,ONAP,2439350.0,59652314.0,UNKNOWN,UNKNOWN,DAYL,VMC,NONE,0.0,416.0,84.0,0.0,0.0,7.0,0.0,UNKNOWN,0.0
