ev_id;ntsb_no;ev_type;ev_date;ev_dow;ev_time;ev_tmzn;ev_city;ev_state;ev_country;ev_site_zipcode;ev_year;ev_month;mid_air;on_ground_collision;latitude;longitude;latlong_acq;apt_name;ev_nr_apt_id;ev_nr_apt_loc;apt_dist;apt_dir;apt_elev;wx_brief_comp;wx_src_iic;wx_obs_time;wx_obs_dir;wx_obs_fac_id;wx_obs_elev;wx_obs_dist;wx_obs_tmzn;light_cond;sky_cond_nonceil;sky_nonceil_ht;sky_ceil_ht;sky_cond_ceil;vis_rvr;vis_rvv;vis_sm;wx_temp;wx_dew_pt;wind_dir_deg;wind_dir_ind;wind_vel_kts;wind_vel_ind;gust_ind;gust_kts;altimeter;wx_dens_alt;wx_int_precip;metar;ev_highest_injury;inj_f_grnd;inj_m_grnd;inj_s_grnd;inj_tot_f;inj_tot_m;inj_tot_n;inj_tot_s;inj_tot_t;invest_agy;ntsb_docket;ntsb_notf_from;ntsb_notf_date;ntsb_notf_tm;fiche_number;lchg_date;lchg_userid;wx_cond_basic;faa_dist_office;dec_latitude;dec_longitude
20080207X00150;MIA08FA052;ACC;2008/2/3 00:00:00;Su;2117;UTC;Elkin;NC;USA;28621;2008;2;;;361652N;0804649W;EST;Elkin Municipal Airport;ZEF;ONAP;0,00;;1068;;WFAC;2121;264;UKF;1301;16;UTC;DAYL;CLER;0;0;NONE;;;10,00;59;28;70;U;3;F;T;0;30,17;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 18:04:02;;VMC;;36,28;-80,78
20080207X00153;SEA08CA059;ACC;2008/1/13 00:00:00;Su;15;UTC;La Verna;CA;USA;91750;2008;1;;;035529N;1174654W;;BRACKETT FIELD;POC;ONAP;0,00;;;;WFAC;;0;;;0;;DAYL;CLER;0;0;NONE;;;30,00;72;0;0;Y;;T;T;0;0,00;;;;NONE;;;;0;0;2;0;2;;;;;;;2020/9/25 18:06:16;;VMC;;35,09;-117,78
20080208X00158;OPS08IA006;INC;2008/2/7 00:00:00;Th;55;UTC;St. Augustine;FL;USA;32095;2008;2;;;295755N;0081213W;;St. Augustine;SGJ;;0,00;;10;;WFAC;55;60;KSGJ;10;0;UTC;NDRK;CLER;0;0;NONE;;;10,00;75;55;230;U;6;F;T;0;29,96;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:06:16;;VMC;;29,96;-81,35
20080208X00159;LAX08LA050;ACC;2008/1/19 00:00:00;Sa;1700;UTC;Green Valley;AZ;USA;85629;2008;1;;;315626N;0111454W;MEAS;;;OFAP;0,00;;;;WFAC;2353;23;TUS;2643;13;UTC;DAYL;CLER;0;0;NONE;;;10,00;45;16;0;Y;;T;T;0;30,29;;;;FATL;;;;2;0;0;0;2;N;;;;;;2020/9/25 18:06:16;;VMC;;31,94;-111,08
20080210X00160;NYC08LA087;ACC;2008/1/27 00:00:00;Su;2230;UTC;McCullough;AL;USA;36502;2008;1;;;031100N;0873130W;;;NONE;OFAP;0,00;;;;WFAC;2253;70;GZH;259;20;UTC;DAYL;CLER;0;0;NONE;;;10,00;55;34;330;U;5;F;T;0;30,25;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 18:07:03;;VMC;;31,16;-87,52
20080210X00161;NYC08LA086;ACC;2008/1/25 00:00:00;Fr;1610;UTC;York;SC;USA;29745;2008;1;;;035155N;0811510W;MEAS;;;OFAP;0,00;;;;WFAC;1654;90;UZA;666;10;UTC;DAYL;CLER;0;0;NONE;;;10,00;30;3;100;U;3;F;T;0;30,51;;;;MINR;;;;0;2;0;0;2;N;;;;;;2020/9/25 18:07:03;;VMC;;35,03;-81,25
20080210X00162;NYC08LA078;ACC;2008/1/8 00:00:00;Tu;2123;UTC;North Palm Bch;FL;USA;33408;2008;1;;;264954N;0080218W;;;;OFAP;0,00;;;;WFAC;2153;195;PBI;19;10;UTC;DAYL;FEW;4000;0;NONE;;;10,00;73;55;90;U;9;F;T;0;30,17;;;;SERS;;;;0;0;0;1;1;N;;;;;;2020/9/25 18:07:03;;VMC;;26,83;-80,03
20080210X00166;NYC08CA074;ACC;2008/1/2 00:00:00;We;1645;UTC;Brunswick;GA;USA;31522;2008;1;;;003196N;0812328W;;Malcolm McKinnon Airport;SSI;ONAP;0,00;;19;;WFAC;1753;0;SSI;19;0;UTC;DAYL;CLER;0;0;NONE;;;9,00;37;5;300;U;11;F;F;24;30,37;;;;NONE;;;;0;0;3;0;3;N;;;;;;2020/9/25 18:05:31;;VMC;;31,15;-81,39
20080211X00167;SEA08LA068;ACC;2008/2/2 00:00:00;Sa;2030;UTC;Mukilteo;WA;USA;98204;2008;2;;;475353N;1221710W;EST;Paine Field;KPAE;OFAP;2,00;;190;;WFAC;2053;190;KPAE;600;2;UTC;DAYL;FEW;4000;0;NONE;;;10,00;37;30;20;U;5;F;T;0;29,55;;;;SERS;;;;0;0;0;1;1;N;;;;;;2020/9/25 18:06:16;;VMC;;47,89;-122,28
20080211X00168;SEA08LA069;ACC;2008/2/4 00:00:00;Mo;1830;UTC;Parowan;UT;USA;84761;2008;2;;;375135N;1124858W;;Parowan Airport;1L9;ONAP;0,00;;5930;;PILO;;0;;;0;;DAYL;OVCT;5000;0;NONE;;;10,00;25;19;0;U;;F;T;0;29,81;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:05:31;;VMC;;37,85;-112,81
20080211X00169;NYC08MA090;ACC;2008/2/1 00:00:00;Fr;1628;UTC;Mount Airy;NC;USA;27030;2008;2;;;362748N;0080333W;EST;Mt. Airy/Surry County Airport;MWK;OFAP;0,00;;1249;;WFAC;1641;0;MWK;1249;0;UTC;DAYL;;300;300;BKN;;;2,00;34;32;0;U;;F;F;0;0,00;;;;FATL;;;;6;0;0;0;6;N;;;;;;2020/9/25 18:07:03;;IMC;;36,46;-80,55
20080211X00171;SEA08LA070;ACC;2008/2/2 00:00:00;Sa;1800;UTC;Maricopa;CA;USA;93222;2008;2;;;345721N;1192648W;;;;OFAP;0,00;;;;WIT;;0;;;0;;DAYL;;0;0;OVC;;;10,00;50;0;0;Y;;T;F;10;0,00;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 18:05:31;;VMC;;34,95;-119,44
20080211X00172;MIA08MA051;ACC;2008/2/1 00:00:00;Fr;2248;UTC;West Gardiner;ME;USA;4345;2008;2;;;441415N;0069516W;;;;OFAP;0,00;;;;WFAC;2253;207;AUG;352;6;UTC;NDRK;UNK;0;1800;OVC;;;3,00;21;21;20;U;3;F;T;0;30,31;;;;FATL;;;;2;0;0;0;2;N;;;;;;2020/9/25 18:04:02;;IMC;;44,23;-69,85
20080211X00173;LAX08LA056;ACC;2008/2/1 00:00:00;Fr;1916;UTC;Murrieta;CA;USA;92563;2008;2;;;333445N;0011770W;;FRENCH VALLEY;F70;OFAP;0,00;;1350;;WFAC;1916;90;F70;1350;1;UTC;DAYL;FEW;12000;0;NONE;;;10,00;63;46;220;U;6;F;T;0;30,02;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:06:16;;VMC;;33,57;-117,11
20080211X00174;LAX08LA055;ACC;2008/2/1 00:00:00;Fr;1630;UTC;Palo Alto;CA;USA;94303;2008;2;;;037270N;0012260W;MEAS;Palo Alto Airport;PAO;ONAP;0,00;;;;WFAC;1647;0;PAO;4;0;UTC;DAYL;SCAT;4000;20000;BKN;;;10,00;45;43;0;Y;4;T;T;0;30,29;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:06:16;;VMC;;37,45;-122,09
20080211X00175;DFW08RA039;ACC;2008/1/10 00:00:00;Th;1907;UTC;Pitt Meadows;;CA;;2008;1;;;049130N;0122412W;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;2;0;2;O;;;;;;2023/8/3 13:29:08;gibs-i;;;49,21;-122,68
20080212X00177;SEA08LA072;ACC;2008/2/8 00:00:00;Fr;1818;UTC;Albany;OR;USA;97322;2008;2;;;444115N;0123040W;;;;OFAP;0,00;;;;WFAC;1803;350;SLE;214;15;UTC;DAYL;SCAT;2900;3500;BKN;;;10,00;43;39;180;U;14;F;F;19;30,29;;;;FATL;;;;3;0;0;0;3;N;;;;;;2020/9/25 18:06:16;;VMC;;44,68;-123,01
20080212X00178;ENG08IA011;INC;2008/1/31 00:00:00;Th;122;UTC;West Palm Beach;FL;USA;33401;2008;1;;;264059N;0080544W;;;;OFAP;0,00;;;;WFAC;153;0;KPBI;;0;UTC;NITE;CLER;0;0;NONE;;;10,00;72;63;150;U;5;F;T;0;30,12;;;;MINR;;;;0;6;140;0;146;N;;;;;;2020/9/25 18:04:02;;VMC;;26,68;-80,09
20080213X00179;SEA08LA060;ACC;2008/1/14 00:00:00;Mo;120;UTC;Santa Monica;CA;USA;90405;2008;1;;;034057N;0118274W;;SANTA MONICA MUNI;SMO;ONAP;0,00;;177;;PILO;;0;;;0;;DUSK;CLER;0;0;NONE;;;10,00;0;0;0;U;;F;T;0;0,00;;;;NONE;;;;0;0;3;0;3;N;;;;;;2020/9/25 18:05:31;;VMC;;34,01;-118,45
20080213X00180;SEA08LA064;ACC;2008/1/12 00:00:00;Sa;215;UTC;Placerville;CA;USA;95667;2008;1;;;384327N;1204512W;;Placerville Airport;KPVF;ONAP;0,00;;2585;;PILO;;0;;;0;;NITE;CLER;0;0;NONE;;;10,00;0;0;0;U;;F;T;0;0,00;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:07:03;;VMC;;38,72;-120,75
20080213X00181;SEA08FA071;ACC;2008/2/8 00:00:00;Fr;35;UTC;Hilo;HI;USA;96720;2008;2;;;194241N;0155855W;MEAS;Hilo;PHTO;OFAP;0,00;;;;PILO;;0;;;0;;DAYL;SCAT;1500;2000;BKN;;;6,00;68;0;140;U;12;F;T;0;0,00;;;;MINR;;;;0;5;0;0;5;N;;;;;;2020/9/25 18:07:03;;VMC;;19,71;-155,14
20080213X00184;DFW08LA065;ACC;2008/2/8 00:00:00;Fr;227;UTC;San Antonio;TX;USA;78216;2008;2;;;029321N;0098287W;;San Antonio International;SAT;OFAP;0,00;;;;WFAC;253;0;SAT;809;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;54;39;320;U;5;F;T;0;30,04;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 18:04:02;;VMC;;29,53;-98,46
20080213X00185;DFW08TA066;ACC;2008/2/8 00:00:00;Fr;1715;UTC;Valentine;TX;USA;79584;2008;2;;;030359N;1042926W;;None;;OFAP;0,00;;;;WFAC;1715;160;MRF;;40;UTC;DAYL;CLER;0;0;NONE;;;10,00;54;48;0;U;;F;T;0;30,22;;;;MINR;;;;0;1;0;0;1;N;;;;;;2020/9/25 18:04:02;;VMC;;30,58;-104,49
20080213X00186;DFW08LA068;ACC;2008/2/10 00:00:00;Su;1739;UTC;Spring;TX;USA;77379;2008;2;;;030257N;0095334W;;DAVID WAYNE HOOKS MEMORIAL;DWH;OFAP;1,00;;152;;WFAC;1753;0;DWH;152;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;72;46;100;U;6;F;T;0;30,31;;;;SERS;;;;0;0;0;1;1;N;;;;;;2022/4/6 14:09:35;broda;VMC;;30,04;-95,55
20080214X00188;MIA08CA047;ACC;2008/1/28 00:00:00;Mo;1615;UTC;Dawson;GA;USA;39842;2008;1;;;314435N;0084259W;;Dawson Municipal Airport;16J;ONAP;0,00;;333;;WFAC;1053;137;KABY;197;17;;DAYL;CLER;0;0;NONE;;;10,00;52;36;80;U;6;F;T;0;30,28;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:06:16;;VMC;;31,74;-84,41
20080214X00192;CHI08WA077;ACC;2008/2/13 00:00:00;We;1540;UTC;Empingham;;UK;;2008;2;;;;;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;1;0;0;0;1;O;;;;;;2020/9/25 18:07:50;;;;;
20080214X00194;CHI08CA060;ACC;2008/1/4 00:00:00;Fr;2045;UTC;Whitmore Lake;MI;USA;48189;2008;1;;;422235N;0834734W;;;;;0,00;;;;;1953;0;ARB;839;0;UTC;DAYL;;0;7000;BKN;;;10,00;28;16;210;U;11;F;T;0;30,27;;;;NONE;;;;0;0;2;0;2;;;;;;;2020/9/25 18:05:31;;VMC;;42,37;-83,79
20080214X00195;CHI08CA072;ACC;2008/1/27 00:00:00;Su;2030;UTC;Boswell;IN;USA;47921;2008;1;;;403233N;0872515W;;;;;0,00;;;;;;0;;;0;;DAYL;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:05:31;;VMC;;40,54;-87,42
20080215X00202;NYC08CA083;ACC;2008/1/15 00:00:00;Tu;1715;UTC;Fenner;NY;USA;13035;2008;1;;;425952N;0754713W;;Syracuse International Airport;SYR;OFAP;18,00;;421;;WFAC;1215;310;SYR;421;18;;DAYL;SCAT;1000;1500;BKN;;;1,50;28;25;340;U;9;F;T;0;29,80;;;;MINR;;;;0;1;3;0;4;N;;;;;;2020/9/25 18:04:02;;IMC;;42,99;-75,78
20080219X00203;NYC08CA079;ACC;2008/1/10 00:00:00;Th;44;UTC;Sarasota;FL;USA;34239;2008;1;;;271535N;0821715W;;;;OFAP;0,00;;;;WFAC;53;270;SRQ;30;17;UTC;DUSK;CLER;0;0;NONE;;;10,00;64;55;0;U;;F;T;0;30,11;;;;NONE;;;;0;0;2;0;2;N;;;;;;2022/5/17 13:26:42;broda;VMC;;27,25;-82,28
20080219X00204;NYC08CA080;ACC;2008/1/11 00:00:00;Fr;1800;UTC;Labelle;FL;USA;34741;2008;1;;;264644N;0812556W;;;;OFAP;0,00;;;;WFAC;1753;240;RSW;;22;UTC;DAYL;;0;5000;BKN;;;10,00;79;63;170;U;10;F;T;0;29,95;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:04:02;;VMC;;26,77;-81,43
20080219X00205;DFW08FA061;ACC;2008/2/5 00:00:00;Tu;45;UTC;Baytown;TX;USA;77250;2008;2;;;294524N;0945042W;;;;OFAP;0,00;;;;WFAC;53;0;KHOU;;25;UTC;NITE;;0;0;;;;;72;68;160;U;13;F;F;21;29,82;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 18:04:46;;IMC;;29,75;-94,84
20080219X00209;LAX08FA058;ACC;2008/2/2 00:00:00;Sa;2140;UTC;Cabazon;CA;USA;92282;2008;2;;;003401N;1164644W;MEAS;;;OFAP;0,00;;;;WIT;2153;0;;;0;UTC;DAYL;;0;4000;OVC;;;10,00;61;36;320;U;8;F;T;0;29,98;;;;FATL;;;;4;0;0;0;4;N;;;;;;2020/9/25 18:05:31;;IMC;;34,00;-116,77
20080219X00210;SEA08LA073;ACC;2008/2/9 00:00:00;Sa;426;UTC;Piru;CA;USA;93040;2008;2;;;342546N;0118452W;MEAS;;;OFAP;0,00;;;;WFAC;455;36;CMA;77;13;UTC;NDRK;CLER;0;0;NONE;;;10,00;57;45;70;U;5;F;F;0;30,04;;;;MINR;;;;0;3;0;0;3;N;;;;;;2020/9/25 18:06:16;;VMC;;34,42;-118,75
20080220X00211;SEA08CA077;ACC;2008/2/8 00:00:00;Fr;345;UTC;Mesa;AZ;USA;85212;2008;2;;;331828N;1113919W;;;;OFAP;0,00;;;;WFAC;336;0;KIWA;1382;0;UTC;NITE;CLER;0;0;NONE;;;10,00;52;43;0;U;;F;T;0;30,12;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 18:06:16;;VMC;;33,30;-111,65
20080220X00212;LAX08CA044;ACC;2008/1/7 00:00:00;Mo;1915;UTC;Exeter;CA;USA;93221;2008;1;;;361419N;0119835W;;THUNDERHAWK FIELD;O63;ONAP;0,00;;340;;WFAC;1915;90;VIS;;13;UTC;DAYL;CLER;0;0;NONE;;;10,00;52;43;340;U;8;F;T;0;30,09;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 18:06:16;;VMC;;36,23;-119,14
20080220X00213;LAX08CA048;ACC;2008/1/19 00:00:00;Sa;2100;UTC;Vacaville;CA;USA;95687;2008;1;;;382240N;1215742W;;Nut Tree;VCB;ONAP;0,00;;117;;WIT;;0;;;0;;DAYL;CLER;0;0;NONE;;;10,00;0;0;0;U;;F;T;0;0,00;;;;MINR;;;;0;1;1;0;2;;;;;;;2020/9/25 18:06:16;;VMC;;38,37;-121,96
20080220X00214;DEN08LA055;ACC;2008/2/3 00:00:00;Su;1359;UTC;Denver;CO;USA;80249;2008;2;;;395142N;1044023W;;;;OFAP;0,00;;;;WFAC;1353;135;DEN;431;35;UTC;DAYL;FEW;10000;0;NONE;;;10,00;18;7;180;U;12;F;T;0;29,64;;;;SERS;;;;0;1;20;1;22;N;;;;;;2020/9/25 18:06:16;;VMC;;39,86;-104,67
20080220X00215;DEN08FA058;ACC;2008/2/13 00:00:00;We;1855;UTC;Sterling;KS;USA;67579;2008;2;;;038858N;0981913W;;NA;;ONAP;0,00;;;;WFAC;1852;100;HUT;1543;26;UTC;DAYL;CLER;0;0;NONE;;;10,00;54;28;200;U;14;F;T;0;29,87;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 18:05:31;grol;VMC;;38,14;-98,32
20080220X00216;DEN08FA059;ACC;2008/2/17 00:00:00;Su;45;UTC;Benton;KS;USA;67017;2008;2;;;374715N;0097732W;;Lloyd Stearman Field Airport;1K1;OFAP;1,00;;1364;;WFAC;2254;270;AAO;1421;5;UTC;NITE;OVCT;300;300;OVC;;;6,00;34;32;20;U;10;F;T;0;29,63;;;;FATL;;;;2;0;0;0;2;N;;;;;;2020/9/25 18:06:16;;IMC;;37,78;-97,12
20080220X00218;DEN08CA051;ACC;2008/1/17 00:00:00;Th;2300;UTC;Taos;NM;USA;87571;2008;1;;;362729N;1054020W;;TAOS MUNI;SKX;ONAP;0,00;;;;;;0;;;0;;DUSK;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;4;0;4;;;;;;;2020/9/25 18:06:16;;VMC;;36,45;-105,67
20080220X00219;DEN08WA048;ACC;2008/1/7 00:00:00;Mo;800;UTC;Zuzenhausen;;GE;0;2008;1;;;049240N;0008420E;;;;;0,00;;;;WFAC;850;0;EDFM;;0;;;;600;600;BKN;;;2,00;43;43;200;U;7;F;F;0;29,86;;;;FATL;;;;1;1;0;0;2;O;;;;;;2020/9/25 18:07:50;;IMC;;49,40;8,69
20080220X00220;CHI08LA070;ACC;2008/1/23 00:00:00;We;1615;UTC;Cahokia;IL;USA;62206;2008;1;;;383414N;0090922W;;St. Louis/Downtown;CPS;ONAP;0,00;;413;;WFAC;1553;0;CPS;413;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;19;10;220;U;6;F;T;0;30,22;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:06:16;;VMC;;38,57;-90,15
20080220X00221;DEN08LA057;ACC;2008/2/12 00:00:00;Tu;2205;UTC;Englewood;CO;USA;80112;2008;2;;;393412N;1045057W;;Centennial Airport;APA;ONAP;0,00;;5885;;WFAC;2153;0;APA;5885;0;UTC;DAYL;FEW;7000;0;NONE;;;10,00;43;19;30;U;9;F;F;0;30,03;;;;NONE;;;;0;0;2;0;2;;;;;;;2025/5/29 12:54:40;dobn;VMC;;39,56;-104,84
20080221X00222;LAX08LA059;ACC;2008/2/16 00:00:00;Sa;2050;UTC;Stanwood;WA;USA;98292;2008;2;;;481342N;1222156W;;Arlington Municipal;KAWO;OFAP;11,00;;142;;WFAC;2035;120;KAWO;138;10;UTC;DAYL;SCAT;3600;4300;OVC;;;10,00;46;36;0;U;;F;T;0;30,36;;;;FATL;;;;2;0;0;0;2;N;;;;;;2020/9/25 18:06:16;;VMC;;48,22;-122,36
20080221X00223;LAX08LA063;ACC;2008/2/18 00:00:00;Mo;38;UTC;Nevada City;CA;USA;95959;2008;2;;;391644N;1205859W;EST;Nevada City Air Park;KGOO;OFAP;1,00;;3152;;WFAC;1652;90;KBLU;;15;;DAYL;CLER;0;0;NONE;;;10,00;48;34;0;U;;F;T;0;30,11;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 18:05:31;;VMC;;39,27;-120,98
20080221X00224;CHI08IA085;INC;2008/2/19 00:00:00;Tu;230;UTC;Moline;IL;USA;61264;2008;2;;;412732N;0903043W;;QUAD-CITY;MLI;OFAP;30,00;;590;;WFAC;152;90;MLI;590;30;UTC;NITE;FEW;1900;0;NONE;;;10,00;7;-2;270;U;10;F;F;21;30,01;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:07:03;;VMC;;41,45;-90,51
20080222X00225;DCA08WA039;INC;2008/2/13 00:00:00;We;1358;UTC;Helsinki;;FI;;2008;2;;;;;;;;;0,00;;;;;;0;;;0;;;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;39;0;39;O;;;;;;2020/9/25 18:07:50;;;;;
20080222X00227;DFW08FA062;ACC;2008/2/6 00:00:00;We;254;UTC;S. Padre Island;TX;USA;78597;2008;2;;;026820N;0971225W;MEAS;;;OFAP;0,00;;;;WFAC;253;280;KPIL;19;7;UTC;NDRK;SCAT;1000;1400;OVC;;;8,00;73;70;310;U;8;F;F;0;29,80;;;;FATL;;;;3;0;0;0;3;N;;;;;;2020/9/25 18:04:46;;VMC;;26,13;-97,20
20080222X00228;SEA08FA078;ACC;2008/2/16 00:00:00;Sa;1628;UTC;Portland;OR;USA;97218;2008;2;;;045352N;0122375W;EST;Portland International;PDX;ONAP;0,00;;30;;WFAC;1553;10;PDX;30;1;UTC;DAYL;;100;100;BKN;600,00;;0,25;34;34;240;U;3;F;T;0;30,35;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 18:06:16;;IMC;;45,58;-122,61
20080222X00229;SEA08IA080;INC;2008/2/13 00:00:00;We;1945;UTC;Hilo;HI;USA;96720;2008;2;;;193720N;1545150W;EST;Hilo International Airport;PHTO;OFAP;26,00;;13;;WFAC;1953;0;HTO;38;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;72;61;230;U;3;F;T;0;30,12;;;;NONE;;;;0;0;43;0;43;N;;;;;;2024/7/11 14:02:36;andj;VMC;;19,62;-154,86
20080222X00230;CHI08CA062;ACC;2008/1/6 00:00:00;Su;2240;UTC;Valparaiso;IN;USA;46383;2008;1;;;412712N;0087026W;;Dummy;VPZ;ONAP;0,00;;;;WFAC;1653;0;VPZ;;0;;DAYL;CLER;0;1600;BKN;;;10,00;59;54;200;U;15;F;F;21;29,77;;;;MINR;;;;0;1;1;0;2;N;;;;;;2020/9/25 18:04:46;;VMC;;41,45;-87,00
20080222X00231;CHI08CA081;ACC;2008/2/13 00:00:00;We;215;UTC;Cahokia;IL;USA;62206;2008;2;;;383414N;0090922W;;;;;0,00;;;;;;0;CPS;413;0;;NITE;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 18:04:46;;VMC;;38,57;-90,15
20080222X00232;CHI08LA080;ACC;2008/2/8 00:00:00;Fr;1909;UTC;Grand Meadow;MN;USA;55936;2008;2;;;434011N;0923618W;EST;;;OFAP;0,00;;;;WFAC;1916;270;KAUM;1234;14;UTC;DAYL;;0;400;OVC;;;1,50;27;25;140;U;6;F;T;0;29,62;;;;FATL;;;;1;0;0;0;1;N;;;;;;2020/9/25 18:06:16;;IMC;;43,66;-92,60
20080225X00233;LAX08CA051;ACC;2008/1/20 00:00:00;Su;20;UTC;Brigham City;UT;USA;84302;2008;1;;;041338N;0112344W;;Brigham City;BMC;ONAP;0,00;;4229;;PILO;;0;;;0;;DAYL;;0;0;;;;10,00;0;0;0;U;;F;F;0;0,00;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:05:31;;VMC;;41,55;-112,06
20080225X00234;SEA08CA075;ACC;2008/2/9 00:00:00;Sa;2100;UTC;Logan;UT;USA;84321;2008;2;;;414728N;0111515W;;Logan-Cache Airport;KLGU;ONAP;0,00;;4457;;WFAC;2051;0;KLGA;4457;0;UTC;DAYL;FEW;1700;5500;BKN;;;10,00;43;34;150;U;5;F;T;0;29,92;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 18:06:16;;VMC;;41,79;-111,85
20080226X00235;LAX08CA057;ACC;2008/2/3 00:00:00;Su;200;UTC;Bullhead City;AZ;USA;86429;2008;2;;;035926N;1143334W;;LAUGHLIN/BULLHEAD INTERNATIONA;IFP;ONAP;0,00;;695;;WFAC;256;180;EED;983;24;UTC;NITE;CLER;0;0;NONE;;;10,00;48;32;240;U;5;F;T;0;29,98;;;;NONE;;;;0;0;2;0;2;N;;;;;;2020/9/25 18:06:16;;VMC;;35,15;-114,55
20080226X00236;LAX08CA054;ACC;2008/1/30 00:00:00;We;445;UTC;Brawley;CA;USA;92227;2008;1;;;033210N;1153110W;;BRAWLEY MUNI;BWC;OFAP;4,00;;;;PILO;;0;;;0;;NITE;CLER;0;0;NONE;;;25,00;61;0;290;U;3;F;T;0;0,00;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:06:16;;VMC;;33,03;-115,51
20080227X00237;CHI08FAMS1;ACC;2008/2/11 00:00:00;Mo;1611;UTC;Keflavík;OF;IC;;2008;2;;;634616N;0243352W;MEAS;REYKJAVIK AD ARPT (NOF);BIRK;OFAP;0,00;;48;;;;0;;;0;;DAYL;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;1;0;0;0;1;N;;;;;;2023/7/26 18:00:03;gibs-i;;;63,77;-24,56
20080227X00238;CHI08FAMS2;ACC;2008/2/21 00:00:00;Th;1139;UTC;Vik;;IC;;2008;2;;;632458N;0001908W;;;;OFAP;0,00;;;;;;0;;;0;;DAYL;;0;0;;;;;0;0;0;U;;F;F;0;0,00;;;;FATL;;;;1;0;0;0;1;N;;;;;;2023/8/3 13:30:58;gibs-i;;;63,41;-19,00
20080227X00239;DFW08CA069;ACC;2008/2/10 00:00:00;Su;15;UTC;Shallowater;TX;USA;79363;2008;2;;;334454N;0010241W;;Biggin Hill Airport;TA67;OFAP;0,00;;3330;;WFAC;1753;113;KLBB;3282;13;;DUSK;FEW;25000;0;NONE;;;10,00;63;7;80;U;5;F;T;0;30,15;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:05:31;;VMC;;33,74;-102,06
20080228X00243;DFW08IA073;INC;2008/2/18 00:00:00;Mo;2030;UTC;Austin;TX;USA;78719;2008;2;;;301124N;0097407W;;Austin Bergstrom International;AUS;OFAP;5,00;;542;;WFAC;2053;160;AUS;542;5;UTC;DAYL;;0;6500;BKN;;;10,00;61;28;20;U;9;F;T;0;30,14;;;;NONE;;;;0;0;148;0;148;N;;;;;;2020/9/25 18:04:02;;VMC;;30,19;-97,66
20080228X00244;DFW08CA070;ACC;2008/2/3 00:00:00;Su;2130;UTC;Jenks;OK;USA;74132;2008;2;N;Y;036222N;0095594W;;RICHARD LLOYD JONES JR;RVS;ONAP;0,00;;638;;WFAC;2053;0;RVS;638;0;UTC;DAYL;CLER;0;0;NONE;;;10,00;73;39;250;U;8;F;T;0;29,71;;;;NONE;;;;0;0;1;0;1;N;;;;;;2020/9/25 18:05:31;;VMC;;36,03;-95,98
